CID,Status,CAmt,Location
3648,Approved,3315,Delhi
3649,Under Review,1666,Delhi
3650,Declined,3915,Delhi
3651,Under Review,3937,NYC
3652,Declined,1201,Lucknow
3653,Declined,4998,Lucknow
3654,Approved,1815,Mumbai
3655,Declined,3492,Mumbai
3656,Declined,1489,Ayodhya
3657,Under Review,3761,Lucknow
3658,Under Review,1800,Lucknow
3659,Under Review,2694,Pune
3660,Declined,4570,Lucknow
3661,Declined,4691,Ayodhya
3662,Declined,2741,Ayodhya
3663,Approved,3360,Lucknow
3664,Under Review,3422,Ayodhya
3665,Approved,2725,Pune
3666,Approved,1495,NYC
3667,Declined,2146,Pune
3668,Declined,1611,Mumbai
3669,Under Review,2978,Ayodhya
3670,Under Review,2477,Mumbai
3671,Approved,4068,Lucknow
3672,Under Review,1080,Ayodhya
3673,Declined,3443,Ayodhya
3674,Under Review,3983,Ayodhya
3675,Declined,2339,Lucknow
3676,Approved,1232,Mumbai
3677,Approved,4447,Mumbai
3678,Under Review,3734,Pune
3679,Approved,3851,NYC
3680,Approved,4046,Delhi
3681,Under Review,4439,Ayodhya
3682,Approved,4144,Delhi
3683,Under Review,2074,Delhi
3684,Under Review,4238,Ayodhya
3685,Declined,1739,Ayodhya
3686,Declined,1576,Pune
3687,Under Review,3212,Mumbai
3688,Declined,2501,Ayodhya
3689,Under Review,1646,Lucknow
3690,Declined,4524,Lucknow
3691,Under Review,4400,Mumbai
3692,Approved,1333,Mumbai
3693,Declined,1379,NYC
3694,Under Review,4759,NYC
3695,Declined,4309,NYC
3696,Declined,2137,Pune
3697,Approved,2368,Pune
3698,Declined,2830,Lucknow
3699,Declined,3055,Mumbai
3700,Approved,4766,Pune
3701,Under Review,2108,Ayodhya
3702,Declined,4095,Pune
3703,Declined,3056,Mumbai
3704,Declined,3948,Ayodhya
3705,Approved,1587,Delhi
3706,Declined,2577,NYC
3707,Declined,4637,Delhi
3708,Under Review,4314,Ayodhya
3709,Approved,4792,Pune
3710,Approved,2860,Pune
3711,Approved,3054,NYC
3712,Under Review,2111,Delhi
3713,Declined,1197,Lucknow
3714,Under Review,3451,Delhi
3715,Under Review,4651,Lucknow
3716,Under Review,1249,Mumbai
3717,Under Review,4173,Mumbai
3718,Declined,2887,Delhi
3719,Under Review,2964,Lucknow
3720,Approved,4200,Lucknow
3721,Under Review,1979,NYC
3722,Declined,1316,Lucknow
3723,Declined,1602,Pune
3724,Declined,2432,NYC
3725,Declined,4460,Ayodhya
3726,Under Review,4820,Mumbai
3727,Under Review,4144,Ayodhya
3728,Under Review,4581,Delhi
3729,Under Review,3231,Pune
3730,Declined,4260,Ayodhya
3731,Approved,3213,Ayodhya
3732,Under Review,4874,Lucknow
3733,Approved,1580,Lucknow
3734,Declined,3499,NYC
3735,Declined,3770,Pune
3736,Approved,2967,Pune
3737,Approved,3589,Mumbai
3738,Approved,2367,Delhi
3739,Under Review,4438,Mumbai
3740,Approved,3340,NYC
3741,Approved,4284,Lucknow
3742,Declined,4258,Ayodhya
3743,Declined,1094,Pune
3744,Declined,2955,Lucknow
3745,Approved,1014,Delhi
3746,Under Review,1707,Mumbai
3747,Declined,1364,Pune
3748,Under Review,4868,NYC
3749,Declined,2650,NYC
3750,Approved,3970,Mumbai
3751,Declined,2551,NYC
3752,Declined,1994,NYC
3753,Under Review,2417,Delhi
3754,Approved,4241,Ayodhya
3755,Approved,3322,Mumbai
3756,Under Review,3021,Pune
3757,Under Review,3467,Ayodhya
3758,Declined,1416,Lucknow
3759,Under Review,3328,Ayodhya
3760,Under Review,3332,Delhi
3761,Under Review,2128,Ayodhya
3762,Approved,2465,Delhi
3763,Under Review,3442,Mumbai
3764,Declined,2301,Pune
3765,Declined,1993,Lucknow
3766,Declined,3804,Delhi
3767,Declined,2609,NYC
3768,Declined,3023,Delhi
3769,Approved,4315,Ayodhya
3770,Under Review,1134,Delhi
3771,Declined,2931,NYC
3772,Under Review,4015,Lucknow
3773,Approved,4247,Delhi
3774,Approved,2876,Pune
3775,Under Review,2691,Delhi
3776,Under Review,2839,Lucknow
3777,Declined,1205,Mumbai
3778,Under Review,1429,Lucknow
3779,Declined,2203,Ayodhya
3780,Under Review,2959,Ayodhya
3781,Declined,2550,Pune
3782,Declined,2648,Mumbai
3783,Approved,2391,Mumbai
3784,Under Review,4726,Lucknow
3785,Under Review,4967,Ayodhya
3786,Approved,1761,Ayodhya
3787,Declined,4348,NYC
3788,Under Review,4058,Ayodhya
3789,Under Review,1749,Delhi
3790,Declined,3692,Ayodhya
3791,Declined,4122,Ayodhya
3792,Approved,1441,Delhi
3793,Under Review,3064,Lucknow
3794,Declined,1664,Lucknow
3795,Declined,3097,NYC
3796,Under Review,3465,Delhi
3797,Approved,1047,Lucknow
3798,Approved,2058,Delhi
3799,Approved,4042,Lucknow
3800,Under Review,1288,Mumbai
3801,Under Review,2826,Lucknow
3802,Under Review,3008,Lucknow
3803,Approved,4132,NYC
3804,Declined,4099,Lucknow
3805,Approved,4586,Pune
3806,Declined,2403,Lucknow
3807,Under Review,2429,Pune
3808,Approved,2720,Pune
3809,Approved,1407,Lucknow
3810,Approved,3749,NYC
3811,Approved,1011,Lucknow
3812,Declined,4172,Ayodhya
3813,Approved,1948,Pune
3814,Declined,3229,NYC
3815,Under Review,2229,Pune
3816,Under Review,2479,Lucknow
3817,Under Review,1669,Pune
3818,Declined,4825,NYC
3819,Declined,4902,NYC
3820,Under Review,4941,Lucknow
3821,Approved,4509,Delhi
3822,Approved,1517,Delhi
3823,Approved,4421,Lucknow
3824,Declined,4615,Lucknow
3825,Under Review,4896,Mumbai
3826,Declined,3194,NYC
3827,Under Review,4969,Delhi
3828,Under Review,3867,Delhi
3829,Declined,1653,Mumbai
3830,Under Review,3817,Ayodhya
3831,Declined,2851,NYC
3832,Under Review,2353,Lucknow
3833,Approved,2662,Pune
3834,Declined,4401,Delhi
3835,Under Review,1374,Pune
3836,Approved,3104,Delhi
3837,Approved,2135,NYC
3838,Declined,4285,Ayodhya
3839,Approved,4825,Delhi
3840,Declined,2771,Mumbai
3841,Declined,2600,Ayodhya
3842,Under Review,2346,NYC
3843,Declined,4364,Ayodhya
3844,Approved,3699,Mumbai
3845,Declined,2391,Lucknow
3846,Declined,4083,Delhi
3847,Declined,4933,Ayodhya
3848,Approved,3423,Delhi
3849,Approved,3949,Mumbai
3850,Declined,4845,Delhi
3851,Under Review,1785,Mumbai
3852,Under Review,1756,Ayodhya
3853,Approved,4265,Lucknow
3854,Approved,4422,Ayodhya
3855,Declined,2524,Delhi
3856,Approved,1273,Ayodhya
3857,Under Review,2138,Pune
3858,Declined,1821,Ayodhya
3859,Declined,1142,Mumbai
3860,Declined,2421,Pune
3861,Declined,4707,Delhi
3862,Approved,2629,Ayodhya
3863,Declined,3400,Delhi
3864,Approved,2748,NYC
3865,Under Review,1200,Mumbai
3866,Under Review,2415,Lucknow
3867,Declined,2781,Delhi
3868,Approved,3450,Ayodhya
3869,Under Review,2589,Ayodhya
3870,Declined,4952,Lucknow
3871,Declined,3992,Ayodhya
3872,Declined,2239,Ayodhya
3873,Approved,4390,NYC
3874,Approved,2509,Delhi
3875,Under Review,3207,Ayodhya
3876,Under Review,1631,NYC
3877,Declined,4478,Lucknow
3878,Declined,4366,NYC
3879,Declined,3293,Pune
3880,Declined,4637,Lucknow
3881,Under Review,3415,Mumbai
3882,Approved,2808,Lucknow
3883,Declined,4364,Delhi
3884,Declined,1942,Lucknow
3885,Declined,3515,Pune
3886,Under Review,3594,Ayodhya
3887,Approved,4235,NYC
3888,Approved,3535,Ayodhya
3889,Declined,4461,Lucknow
3890,Under Review,1790,Pune
3891,Under Review,1753,Mumbai
3892,Declined,2728,Mumbai
3893,Approved,2017,Lucknow
3894,Approved,3792,Lucknow
3895,Under Review,4887,NYC
3896,Approved,4627,Lucknow
3897,Under Review,3602,Pune
3898,Approved,2010,Delhi
3899,Under Review,4480,Delhi
3900,Under Review,4641,Delhi
3901,Declined,4776,Lucknow
3902,Declined,2460,Delhi
3903,Declined,1340,Ayodhya
3904,Under Review,4323,Ayodhya
3905,Approved,3518,Mumbai
3906,Declined,4855,Ayodhya
3907,Under Review,2825,Mumbai
3908,Under Review,1980,Mumbai
3909,Approved,3940,Lucknow
3910,Under Review,4711,Ayodhya
3911,Under Review,4822,Mumbai
3912,Declined,2062,Lucknow
3913,Approved,2552,Lucknow
3914,Approved,1368,Pune
3915,Approved,1415,NYC
3916,Under Review,4072,Ayodhya
3917,Approved,3216,Pune
3918,Under Review,2326,Mumbai
3919,Under Review,3626,Pune
3920,Approved,1482,Delhi
3921,Under Review,1919,Ayodhya
3922,Declined,2561,Ayodhya
3923,Under Review,2633,NYC
3924,Under Review,2315,NYC
3925,Approved,4945,Delhi
3926,Declined,2058,Mumbai
3927,Under Review,3576,Ayodhya
3928,Under Review,4173,Delhi
3929,Declined,2511,Ayodhya
3930,Declined,3824,Lucknow
3931,Declined,3958,Pune
3932,Declined,2358,Delhi
3933,Declined,4322,Mumbai
3934,Declined,4713,Delhi
3935,Approved,2422,Delhi
3936,Under Review,3712,Pune
3937,Approved,2558,Delhi
3938,Under Review,3309,Delhi
3939,Approved,4686,NYC
3940,Under Review,2245,Mumbai
3941,Declined,4068,Lucknow
3942,Declined,4410,Pune
3943,Declined,4814,Mumbai
3944,Under Review,3903,Ayodhya
3945,Under Review,2809,Lucknow
3946,Approved,4339,Lucknow
3947,Approved,1064,Pune
3948,Under Review,3268,NYC
3949,Approved,4228,Delhi
3950,Declined,3173,Lucknow
3951,Under Review,2284,Lucknow
3952,Approved,2392,Lucknow
3953,Declined,1495,Lucknow
3954,Under Review,4664,Pune
3955,Declined,1597,Pune
3956,Declined,3385,Pune
3957,Approved,4367,Ayodhya
3958,Approved,4395,Ayodhya
3959,Approved,2362,Mumbai
3960,Under Review,1164,Mumbai
3961,Approved,4039,Mumbai
3962,Approved,3399,Mumbai
3963,Approved,2024,Pune
3964,Declined,2030,Pune
3965,Declined,3001,Pune
3966,Approved,2884,Delhi
3967,Under Review,4055,Delhi
3968,Under Review,4865,Ayodhya
3969,Approved,2917,Lucknow
3970,Approved,2601,Delhi
3971,Declined,3047,NYC
3972,Under Review,1880,NYC
3973,Declined,1975,NYC
3974,Under Review,4967,Ayodhya
3975,Declined,2307,Lucknow
3976,Under Review,3106,Pune
3977,Under Review,1050,Pune
3978,Approved,3719,Pune
3979,Under Review,1272,Ayodhya
3980,Approved,2348,Lucknow
3981,Under Review,3451,Delhi
3982,Declined,4782,Mumbai
3983,Declined,2386,Lucknow
3984,Under Review,1741,Lucknow
3985,Under Review,1280,Pune
3986,Approved,3960,Lucknow
3987,Declined,2317,Ayodhya
3988,Approved,2923,Lucknow
3989,Declined,1422,Ayodhya
3990,Under Review,1242,NYC
3991,Under Review,2562,Lucknow
3992,Declined,2155,Pune
3993,Under Review,2089,Ayodhya
3994,Approved,3687,Pune
3995,Under Review,4066,Lucknow
3996,Approved,4563,Mumbai
3997,Approved,4623,Pune
3998,Declined,2415,Ayodhya
3999,Declined,3238,Delhi
4000,Under Review,3587,Mumbai
4001,Under Review,1815,NYC
4002,Under Review,3833,Pune
4003,Under Review,2005,Mumbai
4004,Declined,4123,Ayodhya
4005,Under Review,1309,Delhi
4006,Approved,3185,Ayodhya
4007,Declined,2094,Pune
4008,Under Review,4010,Ayodhya
4009,Approved,1705,Pune
4010,Declined,3857,Delhi
4011,Under Review,1392,Ayodhya
4012,Under Review,4506,Mumbai
4013,Declined,2762,Pune
4014,Under Review,4651,NYC
4015,Approved,4950,Ayodhya
4016,Declined,4548,Delhi
4017,Under Review,4176,Pune
4018,Declined,3081,NYC
4019,Under Review,1431,Delhi
4020,Approved,4558,NYC
4021,Approved,3500,Lucknow
4022,Approved,1045,NYC
4023,Declined,4322,Ayodhya
4024,Approved,4050,Pune
4025,Under Review,2229,NYC
4026,Declined,4031,NYC
4027,Declined,4228,Ayodhya
4028,Approved,4428,Pune
4029,Under Review,3517,Delhi
4030,Under Review,3029,Ayodhya
4031,Approved,3635,Mumbai
4032,Declined,4445,Ayodhya
4033,Declined,2000,NYC
4034,Approved,2920,Pune
4035,Approved,3483,Mumbai
4036,Approved,1183,Mumbai
4037,Declined,1915,Delhi
4038,Declined,3838,NYC
4039,Approved,2474,Lucknow
4040,Approved,1802,Delhi
4041,Approved,2806,Mumbai
4042,Under Review,3191,Delhi
4043,Approved,4572,NYC
4044,Declined,4968,Pune
4045,Approved,4264,Mumbai
4046,Approved,4783,Ayodhya
4047,Approved,3915,Ayodhya
4048,Approved,4913,Delhi
4049,Approved,1905,Mumbai
4050,Under Review,1581,Ayodhya
4051,Declined,3269,Mumbai
4052,Declined,2267,Delhi
4053,Under Review,1792,NYC
4054,Approved,1316,NYC
4055,Approved,4229,Lucknow
4056,Declined,3531,Mumbai
4057,Under Review,2238,Ayodhya
4058,Under Review,1036,Mumbai
4059,Under Review,1070,NYC
4060,Declined,2843,Mumbai
4061,Under Review,3004,Delhi
4062,Declined,1788,Lucknow
4063,Approved,4888,Delhi
4064,Under Review,1534,Lucknow
4065,Under Review,2955,Pune
4066,Under Review,2266,NYC
4067,Under Review,4070,Ayodhya
4068,Approved,1064,Mumbai
4069,Approved,4745,Lucknow
4070,Under Review,3757,Mumbai
4071,Approved,4068,NYC
4072,Approved,2268,Ayodhya
4073,Approved,4012,NYC
4074,Under Review,2369,Lucknow
4075,Declined,2439,Mumbai
4076,Under Review,2719,Pune
4077,Declined,3242,Pune
4078,Under Review,2478,Mumbai
4079,Under Review,4151,NYC
4080,Under Review,1195,Lucknow
4081,Declined,3880,Delhi
4082,Approved,3818,NYC
4083,Under Review,2202,Mumbai
4084,Declined,3266,Mumbai
4085,Under Review,4779,Lucknow
4086,Under Review,3802,Ayodhya
4087,Declined,4667,NYC
4088,Declined,1920,Lucknow
4089,Approved,1473,Ayodhya
4090,Approved,3417,NYC
4091,Approved,4016,Pune
4092,Approved,3852,Mumbai
4093,Under Review,1722,NYC
4094,Under Review,1278,Ayodhya
4095,Declined,4249,Ayodhya
4096,Under Review,1061,Pune
4097,Under Review,4238,Ayodhya
4098,Declined,2166,Pune
4099,Under Review,4815,Mumbai
4100,Under Review,1178,Delhi
4101,Declined,1091,Mumbai
4102,Approved,1589,Ayodhya
4103,Approved,4069,Mumbai
4104,Under Review,3903,Pune
4105,Approved,3021,NYC
4106,Under Review,1798,Delhi
4107,Approved,2223,Ayodhya
4108,Under Review,3109,Ayodhya
4109,Declined,4505,Pune
4110,Approved,2357,Ayodhya
4111,Under Review,1738,Pune
4112,Under Review,2929,Delhi
4113,Approved,3222,Lucknow
4114,Declined,3308,Delhi
4115,Under Review,3429,Delhi
4116,Declined,3713,NYC
4117,Under Review,4731,Lucknow
4118,Declined,3477,Delhi
4119,Declined,1667,Mumbai
4120,Declined,1391,Delhi
4121,Under Review,3323,Ayodhya
4122,Under Review,2934,Lucknow
4123,Under Review,3102,NYC
4124,Approved,4835,Delhi
4125,Approved,2447,Delhi
4126,Under Review,4141,Lucknow
4127,Declined,2125,Mumbai
4128,Under Review,4291,Lucknow
4129,Approved,1232,Ayodhya
4130,Declined,4087,Delhi
4131,Under Review,3984,Pune
4132,Declined,1892,Pune
4133,Approved,3882,Lucknow
4134,Under Review,1376,NYC
4135,Declined,4751,Pune
4136,Approved,3076,Lucknow
4137,Approved,1430,Pune
4138,Under Review,1479,Lucknow
4139,Approved,3942,Mumbai
4140,Approved,4354,NYC
4141,Declined,4181,Mumbai
4142,Under Review,1578,Ayodhya
4143,Approved,1191,Lucknow
4144,Declined,1832,Lucknow
4145,Approved,1770,NYC
4146,Approved,1993,NYC
4147,Under Review,1438,NYC
4148,Declined,2065,Mumbai
4149,Approved,4493,NYC
4150,Approved,1163,Mumbai
4151,Approved,1553,Mumbai
4152,Declined,3788,Ayodhya
4153,Under Review,4675,NYC
4154,Under Review,2257,NYC
4155,Declined,4920,Mumbai
4156,Approved,1500,NYC
4157,Under Review,4860,Pune
4158,Under Review,2365,Ayodhya
4159,Under Review,2342,NYC
4160,Approved,1736,Delhi
4161,Under Review,4777,Ayodhya
4162,Declined,4919,NYC
4163,Under Review,4976,Mumbai
4164,Approved,3763,Mumbai
4165,Approved,2252,Pune
4166,Approved,2432,NYC
4167,Declined,4113,Mumbai
4168,Approved,1512,Mumbai
4169,Declined,4437,Delhi
4170,Declined,3047,Pune
4171,Approved,4449,Mumbai
4172,Declined,1495,NYC
4173,Declined,4616,Mumbai
4174,Approved,4086,Ayodhya
4175,Approved,2715,Lucknow
4176,Declined,3707,Mumbai
4177,Declined,3026,Lucknow
4178,Approved,3002,Ayodhya
4179,Declined,2640,Pune
4180,Declined,2928,Lucknow
4181,Declined,2033,Lucknow
4182,Approved,2841,Lucknow
4183,Under Review,2405,NYC
4184,Declined,4482,Pune
4185,Approved,1902,Mumbai
4186,Declined,4246,Pune
4187,Under Review,3343,Delhi
4188,Approved,1375,Pune
4189,Approved,2566,Pune
4190,Under Review,1439,Delhi
4191,Declined,3259,NYC
4192,Declined,2411,Pune
4193,Declined,2677,Mumbai
4194,Approved,1385,Lucknow
4195,Approved,4345,Mumbai
4196,Under Review,4573,Delhi
4197,Approved,2582,Pune
4198,Under Review,3094,Lucknow
4199,Under Review,4682,Mumbai
4200,Under Review,3202,Mumbai
4201,Under Review,3317,Pune
4202,Approved,4026,NYC
4203,Approved,2510,Mumbai
4204,Approved,3027,NYC
4205,Declined,3503,Pune
4206,Declined,1137,Delhi
4207,Declined,2752,Lucknow
4208,Approved,4261,Lucknow
4209,Declined,3930,Delhi
4210,Approved,1067,Ayodhya
4211,Under Review,4382,Delhi
4212,Declined,2695,Pune
4213,Declined,2004,Mumbai
4214,Declined,4956,NYC
4215,Declined,3656,Ayodhya
4216,Under Review,3067,Pune
4217,Declined,3990,Lucknow
4218,Declined,3784,Mumbai
4219,Declined,4192,Lucknow
4220,Declined,2944,Lucknow
4221,Under Review,3868,Mumbai
4222,Under Review,3101,NYC
4223,Declined,2831,Lucknow
4224,Declined,1611,Lucknow
4225,Under Review,3782,Mumbai
4226,Under Review,1215,Mumbai
4227,Under Review,1165,NYC
4228,Under Review,2926,Lucknow
4229,Approved,3385,Pune
4230,Approved,4017,NYC
4231,Declined,1365,Lucknow
4232,Approved,2734,Delhi
4233,Approved,4120,Delhi
4234,Under Review,4781,Mumbai
4235,Approved,1845,Pune
4236,Under Review,3062,Mumbai
4237,Approved,2105,Delhi
4238,Under Review,4979,Delhi
4239,Under Review,2762,Ayodhya
4240,Declined,1007,Lucknow
4241,Approved,3750,Ayodhya
4242,Declined,1250,Ayodhya
4243,Declined,4564,NYC
4244,Approved,3782,Mumbai
4245,Under Review,1782,Ayodhya
4246,Under Review,4379,Delhi
4247,Declined,1561,Delhi
4248,Declined,2343,Lucknow
4249,Declined,4885,Pune
4250,Under Review,2742,Lucknow
4251,Under Review,2072,Pune
4252,Under Review,4843,Delhi
4253,Under Review,1052,Pune
4254,Declined,4750,Delhi
4255,Under Review,3007,Mumbai
4256,Declined,2109,Delhi
4257,Under Review,2436,Pune
4258,Declined,4828,Lucknow
4259,Approved,2671,Delhi
4260,Under Review,2829,Delhi
4261,Approved,4008,Delhi
4262,Approved,3544,Pune
4263,Under Review,4094,Lucknow
4264,Declined,4278,Lucknow
4265,Under Review,3268,Lucknow
4266,Under Review,4084,Pune
4267,Approved,3308,Lucknow
4268,Approved,3017,Lucknow
4269,Declined,3524,Pune
4270,Approved,4414,Mumbai
4271,Under Review,2261,NYC
4272,Declined,1091,Lucknow
4273,Declined,2176,Lucknow
4274,Declined,1612,Pune
4275,Approved,2127,Lucknow
4276,Approved,1550,Lucknow
4277,Under Review,4793,Pune
4278,Approved,3355,NYC
4279,Under Review,2357,NYC
4280,Approved,2934,Delhi
4281,Declined,2557,Pune
4282,Declined,2436,Pune
4283,Approved,3592,NYC
4284,Approved,1823,Delhi
4285,Under Review,1175,Mumbai
4286,Approved,3331,Lucknow
4287,Declined,2964,NYC
4288,Declined,3368,NYC
4289,Declined,4342,Pune
4290,Under Review,4400,NYC
4291,Under Review,2948,Ayodhya
4292,Under Review,1398,NYC
4293,Under Review,1375,Pune
4294,Under Review,4141,NYC
4295,Declined,4698,Mumbai
4296,Declined,1151,Mumbai
4297,Under Review,4774,Pune
4298,Under Review,4006,Mumbai
4299,Approved,2733,Delhi
4300,Approved,1593,NYC
4301,Declined,4171,NYC
4302,Under Review,3706,Pune
4303,Under Review,3193,Delhi
4304,Declined,1085,Ayodhya
4305,Approved,3861,Delhi
4306,Approved,4127,Mumbai
4307,Under Review,4857,Delhi
4308,Approved,1924,Delhi
4309,Under Review,3729,NYC
4310,Declined,4386,Pune
4311,Under Review,3091,Delhi
4312,Approved,4660,NYC
4313,Approved,1699,Lucknow
4314,Approved,2568,Pune
4315,Approved,3236,NYC
4316,Declined,1220,Pune
4317,Approved,1171,Lucknow
4318,Declined,1975,Ayodhya
4319,Under Review,3228,Pune
4320,Under Review,2427,Lucknow
4321,Approved,2314,Ayodhya
4322,Under Review,3340,Ayodhya
4323,Under Review,4896,Delhi
4324,Under Review,2552,Mumbai
4325,Under Review,4576,Mumbai
4326,Declined,2552,Ayodhya
4327,Under Review,4294,Lucknow
4328,Approved,2396,Delhi
4329,Under Review,1217,NYC
4330,Approved,1912,NYC
4331,Under Review,1109,Mumbai
4332,Approved,3021,Lucknow
4333,Approved,1422,Lucknow
4334,Declined,3022,Ayodhya
4335,Declined,1687,Ayodhya
4336,Under Review,4995,Pune
4337,Approved,3287,Lucknow
4338,Under Review,3609,Delhi
4339,Declined,2424,Pune
4340,Approved,3293,Ayodhya
4341,Under Review,4304,NYC
4342,Under Review,1441,Delhi
4343,Approved,2109,Lucknow
4344,Declined,3182,Mumbai
4345,Declined,1219,Mumbai
4346,Declined,2639,Lucknow
4347,Approved,1196,Ayodhya
4348,Approved,2060,Mumbai
4349,Declined,2163,NYC
4350,Under Review,1026,Pune
4351,Approved,4621,Pune
4352,Under Review,3735,Ayodhya
4353,Declined,4897,Mumbai
4354,Under Review,3646,Ayodhya
4355,Under Review,1982,NYC
4356,Declined,1835,NYC
4357,Declined,1951,Ayodhya
4358,Under Review,1171,NYC
4359,Under Review,3640,Pune
4360,Declined,4439,Pune
4361,Approved,1758,Ayodhya
4362,Approved,3072,Delhi
4363,Under Review,2183,Delhi
4364,Declined,2298,Ayodhya
4365,Declined,1820,Mumbai
4366,Declined,4748,Ayodhya
4367,Under Review,4385,Mumbai
4368,Approved,2207,Pune
4369,Under Review,2993,Delhi
4370,Declined,2257,Pune
4371,Under Review,4112,Pune
4372,Approved,4535,Delhi
4373,Approved,2679,Lucknow
4374,Declined,1159,Delhi
4375,Under Review,1606,NYC
4376,Declined,2350,Lucknow
